94	68
167	69
168	70
170	71
368	71
454	71
205	71
173	72
874	72
175	73
1198	73
187	74
329	74
590	74
869	75
193	76
80	76
527	76
75	76
979	76
1372	76
1455	76
194	77
249	77
1020	77
1071	77
1374	77
750	77
1391	77
1535	77
195	78
1135	78
196	79
509	79
109	79
203	82
1291	82
207	83
213	83
614	83
733	83
830	83
1550	83
208	84
209	85
420	85
574	85
760	85
677	85
212	86
212	86
354	86
1445	86
354	87
556	87
556	87
505	87
212	87
1256	87
215	88
216	89
217	90
315	90
428	90
173	90
523	90
1253	90
1261	90
557	90
205	91
1479	91
703	91
218	92
275	92
355	92
522	92
156	92
727	92
218	92
960	92
967	92
862	92
1004	92
1011	92
1029	92
1100	92
1240	92
264	92
156	92
1454	92
1532	92
219	93
220	94
1035	94
804	94
1509	94
222	96
572	96
815	96
531	97
627	97
930	97
1249	97
224	98
305	98
1415	98
225	99
226	100
94	100
228	101
230	103
823	103
1143	103
703	103
231	104
232	105
234	106
399	106
237	107
134	108
29	108
692	108
1268	108
80	109
80	109
80	109
80	109
481	109
680	109
1545	109
238	110
242	111
109	111
747	111
1396	111
243	112
546	112
578	112
1139	112
2	112
246	113
247	114
261	114
1431	114
249	115
659	115
123	116
94	117
250	117
123	117
94	118
621	118
1006	118
1207	118
94	119
251	120
271	120
252	121
846	121
834	121
65	122
829	122
253	123
254	124
571	124
651	124
1420	124
255	125
94	125
94	125
720	125
1376	125
256	126
652	126
258	127
258	128
258	128
828	128
937	128
828	128
259	129
844	129
259	130
259	130
260	131
259	132
259	132
205	132
804	132
259	132
1478	132
259	133
562	133
584	133
662	133
670	133
1073	133
1183	133
1301	133
1320	133
1389	133
262	134
612	134
1489	134
263	135
696	135
639	135
838	135
1090	135
349	135
1157	135
1212	135
621	135
1385	135
264	136
265	137
266	137
423	137
1553	137
267	138
413	138
479	138
886	138
1134	138
1213	138
1283	138
1352	138
268	139
94	139
1017	139
1070	139
123	139
269	140
722	140
776	140
850	140
269	140
1171	140
730	140
271	141
271	141
1293	141
272	142
328	142
803	142
272	142
273	143
370	143
405	143
441	143
441	143
480	143
576	143
1119	143
1105	143
351	143
1354	143
834	143
274	144
274	144
700	144
274	144
1366	144
276	145
9	145
9	145
660	145
277	146
653	146
908	146
909	146
1101	146
1222	146
1309	146
919	146
45	147
724	147
756	147
387	147
824	147
1201	147
1211	147
1302	147
1358	147
1362	147
894	147
784	147
1492	147
1505	147
1384	148
286	149
837	149
1103	149
475	149
287	150
220	150
877	150
358	150
1008	150
1031	150
1193	150
1196	150
1272	150
1375	150
291	151
296	151
513	151
601	151
621	151
677	151
743	151
895	151
907	151
123	151
750	151
296	151
296	151
1189	151
1217	151
94	151
80	151
1473	151
1551	151
198	152
198	152
292	153
709	153
292	153
1144	153
1161	153
368	153
1349	153
1380	153
212	154
293	155
132	156
295	157
298	158
1045	158
213	159
1433	159
314	160
836	160
317	161
427	161
1133	161
318	162
742	162
51	163
407	163
297	163
258	163
407	163
319	164
572	164
273	164
506	164
320	165
321	166
94	166
1341	166
1544	166
322	167
323	168
259	168
804	168
259	168
1033	168
1156	168
417	168
1043	169
1353	169
325	170
682	170
326	171
296	171
327	172
371	172
469	172
674	172
701	172
796	172
1001	172
1145	172
21	172
327	172
1348	172
330	173
332	174
819	174
332	174
332	174
337	176
338	177
339	178
750	178
212	178
344	179
359	179
615	179
1138	179
345	180
346	181
347	181
691	183
356	184
1106	184
1337	184
205	185
626	185
643	185
656	185
833	185
1265	185
1332	185
360	186
367	187
369	188
369	188
369	188
375	189
775	189
377	190
381	191
650	192
384	193
679	193
252	194
1235	194
1298	194
386	195
544	195
633	195
387	196
788	196
1099	196
1111	196
391	197
392	198
648	198
806	198
1318	198
1407	198
1438	198
393	199
394	200
277	200
486	200
1060	200
1167	200
396	201
506	201
506	201
1264	201
416	202
278	202
278	202
1164	202
351	203
400	204
402	205
156	206
654	206
932	206
259	207
607	207
962	207
1388	207
404	208
412	208
641	208
730	208
860	208
828	208
1146	208
712	208
1221	208
93	208
812	208
51	208
1270	208
94	208
1280	208
1467	208
1519	208
335	208
406	209
600	209
296	210
392	210
564	210
1279	210
408	211
518	211
775	211
476	211
1498	211
410	212
411	213
414	214
64	215
415	216
415	216
421	217
423	218
424	219
18	219
1175	220
426	221
604	221
429	222
430	223
431	224
45	224
1148	224
432	225
437	226
439	227
269	227
440	228
442	229
668	229
443	230
445	231
511	231
714	231
387	231
456	232
515	232
1106	232
1402	232
459	233
459	233
80	234
461	235
1093	235
462	236
1115	236
463	237
427	237
1458	237
465	238
1194	238
1493	238
470	239
187	239
21	241
571	241
707	241
754	241
898	241
472	242
792	243
1029	243
764	243
1472	243
474	244
45	245
710	245
250	246
278	247
748	247
480	248
739	248
1179	248
483	249
712	249
734	249
734	249
111	249
484	250
156	250
1426	250
487	251
769	252
496	253
1063	253
497	254
259	256
585	256
666	256
259	256
259	256
1215	256
1360	256
500	257
501	258
773	258
1365	258
1403	258
502	259
123	260
503	261
504	262
60	262
504	262
505	263
228	264
827	264
857	264
508	265
858	265
40	265
883	266
510	267
512	268
1204	268
516	270
765	270
805	270
469	270
914	270
520	271
1096	271
705	271
1205	271
1142	271
521	272
813	272
865	272
361	272
64	272
1032	272
1062	272
94	272
1303	272
123	272
524	273
525	274
795	274
873	274
1075	274
526	275
532	276
327	276
533	277
1140	277
205	278
536	279
537	280
822	280
822	280
540	282
541	283
542	284
75	286
1443	286
555	287
557	289
558	290
259	291
560	292
123	293
480	293
561	294
217	294
563	295
413	296
566	297
568	298
963	298
1072	298
1095	298
1499	298
569	299
196	300
706	300
573	301
577	302
579	303
716	303
1025	303
1214	303
580	304
849	304
156	304
581	305
582	306
1026	306
583	307
855	307
1142	307
459	307
123	308
1009	308
638	308
1271	308
1296	308
707	308
587	309
2	309
259	309
588	310
629	310
1335	310
1480	310
591	311
645	311
593	312
594	313
595	314
625	314
736	314
874	314
1482	314
596	315
597	316
598	317
1326	317
1355	317
603	318
1390	318
1543	318
605	319
252	320
462	321
332	321
332	321
607	322
719	322
296	323
609	324
852	324
610	325
797	325
831	325
926	325
515	325
1346	325
1542	325
123	326
611	327
1194	327
830	327
616	328
337	328
617	329
618	330
619	331
619	331
620	332
884	332
1028	332
808	332
1502	332
1554	332
21	333
817	333
1066	333
1098	333
739	333
622	334
1036	334
1218	334
1343	334
23	335
1199	335
623	336
624	337
252	337
878	337
156	337
156	338
628	339
631	340
568	341
750	341
634	342
636	343
637	344
639	345
847	345
123	346
642	347
644	348
537	349
826	349
934	349
1391	349
1481	349
646	350
647	351
1087	351
649	352
1296	352
657	353
1246	353
660	354
661	355
915	355
9	356
209	356
261	357
1371	357
663	358
134	358
556	358
664	359
725	359
1019	359
1356	359
1412	359
665	360
667	361
1107	361
834	361
669	362
1382	362
675	363
676	364
891	364
678	365
660	365
681	366
316	367
398	367
684	368
678	368
1500	368
123	369
1506	369
685	370
339	371
686	372
745	373
784	373
940	373
156	373
1104	373
604	373
688	374
779	374
690	375
134	375
692	376
693	377
1227	377
354	378
777	378
354	378
212	378
694	379
695	380
1022	380
1098	380
697	381
699	382
702	383
1166	383
1331	383
1466	383
703	384
704	385
465	386
1005	386
205	387
711	388
621	388
713	389
1345	389
717	390
718	391
721	392
723	393
1057	393
1333	393
1347	393
1378	393
1483	393
728	394
80	395
212	396
729	397
1465	397
732	398
244	398
750	398
735	399
1315	399
228	400
1185	400
1474	400
737	401
738	402
768	402
774	402
1321	402
740	403
742	404
866	404
1029	404
212	404
1409	404
1546	404
428	405
887	405
763	405
618	405
721	405
1520	405
744	406
746	407
751	408
941	408
942	408
943	408
944	408
945	408
946	408
947	408
948	408
949	408
946	408
1424	408
757	409
525	410
760	412
839	412
911	412
1530	412
762	413
763	414
764	415
396	416
123	416
187	417
509	418
1417	418
346	418
766	419
1192	419
767	420
1082	420
1400	420
210	420
770	421
778	422
990	422
781	424
258	425
782	426
783	427
267	428
868	428
1089	428
1538	428
787	429
906	429
793	430
793	430
910	430
62	430
584	430
794	431
798	432
976	432
976	432
798	432
799	433
205	434
801	435
396	435
802	436
2	437
809	438
810	439
506	440
1163	440
816	441
444	442
1144	442
258	443
258	443
821	444
1373	444
316	445
824	446
825	447
827	448
832	449
834	450
921	450
1092	450
840	452
878	452
896	452
1101	452
1510	452
841	453
842	453
843	454
210	455
844	456
232	456
1013	456
94	456
232	456
848	457
997	457
554	458
760	459
206	459
1224	459
1224	459
854	460
854	460
855	461
1080	461
1332	461
979	461
856	462
859	463
861	464
862	466
863	467
864	468
867	469
893	469
505	469
316	470
870	471
871	472
571	472
223	473
875	474
876	475
1137	475
1137	475
879	476
880	477
881	478
1105	478
404	480
316	481
222	482
885	483
205	484
1091	484
888	485
889	486
892	487
894	488
475	488
412	488
745	488
898	489
1552	489
899	490
219	490
1220	490
338	490
387	490
1430	490
900	491
902	492
903	493
904	494
778	494
156	494
905	495
844	496
912	497
1038	497
913	498
914	499
999	500
271	501
919	502
1322	502
920	503
80	504
922	505
923	506
924	507
925	508
927	509
1116	509
928	510
929	511
931	512
1477	512
933	513
269	514
935	515
764	515
568	515
938	516
1037	516
1097	516
1447	516
743	516
827	517
1439	517
939	518
255	518
1121	518
1398	518
1400	518
958	519
989	519
673	520
673	520
1317	520
1317	520
909	520
961	521
1181	521
965	522
966	523
968	524
1406	524
1451	524
1533	524
969	525
970	526
155	527
977	529
978	530
992	531
998	532
1000	533
1002	534
1003	535
1007	536
524	537
123	538
106	538
1419	538
1518	538
1010	539
1014	540
820	541
1536	541
1016	542
1018	543
1178	543
788	543
1236	543
517	543
1548	543
1023	544
1024	545
394	546
1034	547
1039	548
331	548
1041	549
1042	550
1044	551
1046	552
1047	553
156	553
229	553
1311	553
1540	553
1048	554
1278	555
1278	555
1061	556
316	557
1065	558
1067	559
1068	560
222	561
1069	562
747	563
677	563
1078	564
915	565
1393	565
405	565
1081	566
707	567
1159	567
1085	568
1086	569
642	570
1088	571
755	572
1094	573
721	574
348	575
1435	575
1102	576
1108	577
513	577
105	577
1110	578
1113	580
1114	581
156	582
1117	583
80	584
1118	585
230	585
1120	586
1124	587
1125	587
1126	587
1127	587
1128	587
1129	587
1130	587
1131	588
109	589
109	589
94	591
225	592
863	593
197	594
224	595
250	596
156	596
1427	596
554	597
1411	597
706	597
1143	598
1149	599
1150	600
1151	601
28	602
1152	603
187	603
1153	604
1154	605
513	606
1155	607
1160	608
1162	609
123	610
392	611
1534	611
1165	612
525	613
1497	613
1168	614
1169	615
1170	616
351	617
1351	617
123	618
1172	619
758	620
1304	620
1173	621
1174	622
1177	623
1184	624
1186	625
1361	625
428	625
1188	626
1190	627
441	628
1191	629
123	630
1146	631
1195	632
257	634
1202	635
1206	636
1370	636
1208	637
1105	637
1209	638
816	639
128	640
123	641
1507	641
1456	642
210	643
1225	644
1226	645
1228	646
607	647
809	648
1229	649
1522	649
1231	650
1238	652
1524	652
1244	653
1245	654
1528	654
278	655
1247	656
1386	656
60	657
482	658
271	659
276	660
51	661
1359	661
1251	662
1252	663
973	664
1254	666
1255	667
1257	668
1258	669
1259	670
1260	671
28	672
252	673
1146	674
1262	675
1263	676
1266	677
1273	678
1029	679
45	680
1276	681
1277	682
517	683
1281	684
1282	685
1284	686
1286	687
1288	688
1098	689
1290	690
1292	691
1294	692
1295	693
764	694
681	695
1328	695
888	695
1300	696
1305	697
1307	698
1219	699
1310	700
1312	701
1314	702
758	703
1323	704
1325	705
1368	705
1072	706
1529	706
1327	707
1329	708
1330	709
1336	710
1338	711
1339	712
1340	713
1342	714
1476	714
1344	715
1367	716
1369	717
565	718
1069	719
123	720
1381	721
1387	722
1392	723
1394	724
1395	725
1397	726
1399	727
1401	728
1404	729
1405	730
565	731
1408	732
1410	733
1412	734
1413	735
1414	736
1416	737
1418	738
1421	739
1422	740
1423	741
1142	742
1432	743
1434	744
1436	745
1437	746
1440	747
1441	748
1442	749
1444	750
1446	751
1449	752
1450	753
1452	754
1453	755
1460	756
1462	757
1463	758
593	759
1468	760
1469	761
1470	762
1527	762
1471	763
1413	764
1475	765
657	766
852	767
1484	768
1485	769
1488	770
1490	771
1495	772
1501	773
1503	774
1504	775
398	777
1511	778
1512	779
1513	780
1515	782
1517	783
1523	784
1526	785
441	786
1539	787
1541	788
1547	789
1549	790
405	791
1555	792
127	55
471	240
488	252
343	114
974	458
85	35
1516	35
401	35
324	169
397	202
656	202
656	202
771	404
539	148
278	148
851	231
476	162
477	162
94	3
599	125
41	613
304	106
425	220
972	193
475	91
545	285
199	81
538	281
259	633
1243	207
358	185
358	185
745	76
307	266
1324	77
758	36
1210	92
812	92
333	175
1112	579
349	93
1531	74
1274	393
1521	393
149	39
1486	39
84	39
9	5
1083	243
473	243
882	479
817	23
460	163
198	80
514	269
111	49
109	29
1496	30
79	451
687	373
1059	555
705	208
1514	781
223	97
2	2
51	480
292	153
273	143
86	102
1216	642
382	192
499	255
221	95
1040	141
417	590
417	67
1233	651
917	500
835	52
92	40
192	75
212	87
212	87
481	535
348	182
556	288
399	203
263	109
739	109
350	183
780	423
84	34
1055	108
759	411
606	465
127	54
471	303
549	793
488	794
343	796
974	816
85	139
1516	139
401	314
324	10
397	798
656	90
656	90
771	36
539	455
278	378
851	91
476	800
477	133
94	41
599	808
41	613
304	232
425	744
972	76
660	44
223	839
475	91
545	795
1508	314
199	139
538	810
259	801
1243	291
358	314
358	314
745	94
1324	611
758	378
1210	576
812	308
333	596
1112	461
349	653
1531	516
1274	308
1521	258
149	797
1486	10
84	540
84	34
9	803
1083	352
473	265
882	80
58	373
817	115
761	179
460	271
198	806
514	807
111	179
109	39
1496	538
1049	601
79	490
31	15
687	246
1269	246
1059	809
705	813
1514	805
223	471
223	730
2	820
150	11
51	636
292	109
273	148
525	565
820	294
741	542
86	94
1216	543
382	788
499	799
221	819
1040	656
417	272
417	272
1233	150
917	818
835	812
92	811
192	119
212	288
212	288
481	268
348	405
556	87
399	815
263	802
739	817
975	680
350	410
780	814
84	473
84	29
1055	804
759	135
606	243
1514	824
2	822
549	821
660	163
84	29
84	29
1049	823
31	41
58	82
1269	82
150	825
761	826
223	840
820	51
525	150
741	827
975	828
1508	144
223	274
549	829
1049	357
84	830
31	831
150	834
84	833
549	832
549	835
549	836
549	837
549	523
549	838
